Design_id|Locarno_class
1876776|12-11
1876777|12-11
1876778|12-11
1876781|12-16
1876782|12-16
1876783|12-16
1876784|12-16
1876785|12-16
1876786|12-16
1876787|12-16
1876791|12-16
1876792|12-16
1876795|12-16
1876796|12-16
1876797|12-16
1876804|12-16
1876805|12-06
1876808|12-15
1876809|12-15
1876810|12-15
1876813|13-02
1876814|13-02
1876815|13-02
1876816|13-02
1876817|13-02
1876818|13-02
1876819|13-02
1876820|13-02
1876821|13-02
1876827|13-03
1876830|13-03
1876833|13-03
1876835|13-99
1876836|14-03
1876837|14-03
1876838|14-03
1876839|14-03
1876840|14-03
1876841|14-03
1876842|14-01
1876843|14-01
1876845|14-01
1876851|14-03
1876854|14-01
1876855|14-01
1876856|14-01
1876859|14-03
1876861|14-03
1876870|14-01
1876871|14-02
1876873|14-02
1876874|14-02
1876883|14-04
1876887|14-04
1876888|14-04
1876889|14-04
1876890|14-04
1876891|14-04
1876893|14-03
1876899|15-09
1876901|15-09
1876902|15-09
1876903|15-09
1876905|16-01
1876906|16-02
1876909|16-06
1876910|16-06
1876912|17-01
1876913|17-01
1876922|21-01
1876926|21-01
1876933|21-04
1876942|23-01
1876974|24-01
1876978|25-04
1876995|26-03
1876998|26-05
1877000|26-99
1877003|28-03
1877008|28-03
1877009|28-03
1877010|30-99
1877012|15-05
1877013|15-05
1877014|15-05
1877015|15-05
1877016|15-05
1877017|15-05
1877030|03-01
1877031|03-01
1877032|03-01
1877033|03-01
1877049|04-02
1877060|20-02
1877062|23-02
1877074|06-06
1877075|06-06
1877081|07-01
1877082|07-01
1877083|07-02
1877084|07-02
1877085|07-02
1877106|08-01
1877120|08-05
1877124|09-03
1877126|09-03
1877127|09-03
1877128|09-07
1877129|09-01
1877130|09-07
1877134|09-01
1877139|09-01
1877142|09-05
1877143|09-05
1877146|10-04
1877147|10-04
1877155|11-01
1877157|11-01
1877159|11-01
1877169|12-08
1877170|12-08
1877171|12-08
1877172|12-08
1877173|12-08
1877174|12-08
1877179|12-16
1877181|12-16
1877183|12-16
1877186|12-15
1877187|12-15
1877188|12-15
1877189|12-15
1877190|12-15
1877192|13-02
1877193|13-02
1877194|13-02
1877196|13-02
1877197|13-02
1877201|13-02
1877202|13-02
1877206|13-03
1877207|13-03
1877208|13-03
1877210|13-03
1877211|13-03
1877219|13-03
1877221|13-03
1877222|13-03
1877223|14-03
1877224|14-03
1877225|14-03
1877226|14-03
1877227|14-03
1877228|14-03
1877229|14-03
1877230|14-03
1877231|14-03
1877232|14-03
1877234|14-01
1877236|14-03
1877238|14-01
1877239|14-01
1877242|14-01
1877246|14-01
1877247|14-01
1877248|14-03
1877249|14-03
1877253|14-03
1877254|14-03
1877255|14-02
1877256|14-02
1877258|14-02
1877259|14-02
1877260|14-02
1877261|14-02
1877262|14-02
1877263|14-02
1877264|14-02
1877265|14-02
1877266|14-02
1877267|14-02
1877268|14-02
1877270|14-02
1877275|14-02
1877279|14-04
1877280|14-04
1877282|14-04
1877287|14-04
1877288|14-04
1877289|14-04
1877290|14-04
1877291|14-04
1877292|14-04
1877294|14-04
1877295|14-04
1877296|14-04
1877300|15-07
1877301|15-07
1877302|15-09
1877306|15-09
1877307|15-09
1877308|16-06
1877310|16-01
1877311|16-01
1877312|16-01
1877314|16-02
1877316|14-03
1877318|17-04
1877320|19-01
1877333|21-02
1877334|21-02
1877335|21-02
1877348|23-01
1877349|23-01
1877356|23-04
1877361|29-02
1877362|24-02
1877363|24-02
1877366|24-02
1877367|24-02
1877368|24-02
1877370|24-02
1877372|24-01
1877375|24-04
1877379|24-04
1877382|24-01
1877384|24-01
1877390|26-04
1877391|26-04
1877392|26-04
1877394|26-05
1877395|26-05
1877396|26-05
1877416|15-05
1877417|15-05
1877439|02-04
1877453|03-01
1877460|03-01
1877466|04-01
1877467|05-09
1877494|06-06
1877498|07-01
1877499|07-01
1877500|07-01
1877501|07-01
1877503|07-02
1877504|07-02
1877505|07-02
1877508|07-02
1877509|07-02
1877512|07-99
1877531|08-05
1877532|08-05
1877536|08-04
1877540|08-05
1877543|08-07
1877551|09-03
1877557|09-01
1877558|09-01
1877568|09-01
1877569|09-01
1877570|09-01
1877578|10-04
1877580|10-04
1877593|12-08
1877594|12-08
1877600|12-16
1877605|12-16
1877606|12-16
1877609|12-15
1877610|13-02
1877612|13-02
1877614|13-02
1877616|13-03
1877617|13-03
1877618|13-03
1877619|13-03
1877620|13-03
1877621|13-03
1877623|13-03
1877624|13-03
1877625|13-03
1877626|13-03
1877641|14-03
1877642|13-03
1877644|13-03
1877645|14-03
1877646|14-03
1877647|14-03
1877648|14-03
1877649|14-03
1877650|14-03
1877651|14-03
1877654|14-03
1877656|14-01
1877660|14-01
1877661|14-03
1877662|14-03
1877663|14-03
1877664|14-03
1877665|14-03
1877668|14-02
1877669|14-02
1877670|14-02
1877671|14-02
1877672|14-02
1877673|14-02
1877674|14-02
1877675|14-02
1877676|14-02
1877677|14-02
1877678|14-02
1877679|14-02
1877683|08-03
1877684|14-04
1877685|14-04
1877686|14-04
1877687|14-04
1877688|14-04
1877689|14-04
1877690|14-04
1877691|14-04
1877692|14-04
1877693|14-02
1877694|14-03
1877695|15-03
1877696|15-07
1877698|15-09
1877703|15-09
1877705|16-06
1877706|16-01
1877707|16-01
1877709|16-02
1877713|16-06
1877714|16-06
1877716|17-01
1877727|21-01
1877730|21-02
1877731|21-02
1877732|21-02
1877733|21-02
1877740|23-01
1877749|23-01
1877750|23-01
1877751|23-01
1877757|24-02
1877763|24-01
1877764|24-01
1877776|24-01
1877777|24-01
1877778|24-01
1877779|24-01
1877787|25-04
1877792|26-04
1877796|26-06
1877797|26-06
1877798|26-06
1877799|26-06
1877800|26-06
1877806|26-03
1877817|04-01
1877819|04-01
1877824|01-01
1877825|01-01
1877826|01-01
1877827|01-01
1877834|02-04
1877838|03-01
1877844|28-03
1877845|04-02
1877847|05-06
1877883|07-01
1877884|07-01
1877886|31-00
1877888|07-99
1877892|07-01
1877896|07-03
1877897|07-03
1877899|07-04
1877912|08-03
1877913|08-04
1877937|09-01
1877938|09-01
1877942|09-01
1877943|09-01
1877945|09-01
1877947|09-01
1877948|09-01
1877949|09-01
1877954|09-01
1877955|09-03
1877957|10-02
1877959|10-03
1877964|10-04
1877965|10-04
1877966|10-04
1877968|10-04
1877972|11-01
1877973|11-01
1877982|12-08
1877983|12-08
1877984|12-08
1877985|12-08
1877991|12-16
1877992|12-16
1877994|12-16
1877995|12-16
1878001|12-06
1878003|12-16
1878006|12-16
1878013|12-15
1878014|12-15
1878015|12-15
1878017|13-02
1878018|13-02
1878019|13-02
1878024|13-03
1878026|13-03
1878029|13-03
1878034|14-03
1878035|14-03
1878036|14-01
1878040|14-03
1878041|14-03
1878043|14-03
1878044|14-03
1878045|14-03
1878046|14-03
1878047|14-03
1878048|14-03
1878049|14-03
1878050|14-03
1878051|14-03
1878052|14-03
1878053|14-03
1878059|14-02
1878060|14-02
1878061|14-02
1878063|14-02
1878065|14-02
1878067|08-07
1878069|14-04
1878073|14-04
1878074|14-04
1878075|14-04
1878076|14-04
1878077|14-04
1878078|14-04
1878079|14-04
1878080|14-04
1878082|14-03
1878083|14-03
1878085|15-01
1878086|15-02
1878089|15-03
1878093|15-07
1878094|15-07
1878100|16-01
1878101|16-01
1878105|16-06
1878109|19-01
1878110|19-01
1878123|21-01
1878135|21-01
1878149|23-01
1878150|23-01
1878152|23-01
1878153|23-01
1878158|23-01
1878159|23-01
1878160|23-01
1878161|23-01
1878162|23-03
1878163|23-04
1878164|23-04
1878165|23-04
1878166|23-04
1878167|23-04
1878168|23-04
1878174|24-02
1878175|24-02
1878179|24-02
1878185|24-01
1878188|25-03
1878202|28-03
1878206|15-05
1878219|12-05
1878222|01-01
1878239|03-01
1878248|06-01
1878260|23-02
1878261|06-02
1878265|06-03
1878270|06-03
1878281|07-01
1878283|07-01
1878285|07-99
1878287|07-02
1878303|08-06
1878307|08-07
1878308|08-07
1878326|09-03
1878328|09-01
1878329|09-01
1878331|09-01
1878332|09-01
1878333|09-01
1878334|09-01
1878335|09-01
1878337|09-01
1878343|10-02
1878345|10-04
1878346|10-04
1878347|10-04
1878349|10-04
1878352|11-01
1878360|12-08
1878365|12-16
1878366|12-16
1878367|12-16
1878370|12-16
1878371|12-16
1878373|12-16
1878374|12-16
1878375|12-16
1878376|12-16
1878377|12-16
1878378|12-16
1878379|12-16
1878385|12-15
1878388|13-02
1878398|13-03
1878400|13-03
1878401|13-03
1878402|13-03
1878404|13-03
1878405|13-03
1878406|13-03
1878411|13-03
1878412|13-03
1878414|13-03
1878415|13-03
1878417|14-03
1878418|14-03
1878419|14-03
1878421|14-03
1878422|14-03
1878425|14-03
1878426|14-03
1878427|14-03
1878429|14-03
1878430|14-03
1878431|14-03
1878436|14-03
1878438|14-03
1878439|14-03
1878441|14-03
1878442|14-03
1878443|14-03
1878445|14-03
1878456|14-02
1878457|14-02
1878458|14-03
1878460|14-02
1878463|14-04
1878464|14-04
1878466|14-04
1878467|14-04
1878468|14-04
1878469|14-04
1878470|14-04
1878472|12-09
1878473|15-03
1878474|15-03
1878476|15-07
1878479|15-99
1878480|15-09
1878482|16-01
1878483|16-05
1878484|16-05
1878491|16-06
1878492|16-06
1878496|18-01
1878499|16-03
1878500|14-02
1878501|14-02
1878507|21-01
1878508|21-01
1878509|21-01
1878510|21-01
1878530|23-01
1878533|23-01
1878540|23-01
1878545|23-04
1878546|23-04
1878547|23-04
1878548|23-04
1878552|24-02
1878554|24-02
1878565|24-00
1878581|26-04
1878587|26-06
1878591|26-05
1878598|26-99
1878612|15-05
1878613|15-05
1878614|15-05
1878621|15-05
1878648|05-06
1878672|07-01
1878683|07-03
1878698|08-06
1878701|08-06
1878705|08-07
1878706|08-07
1878707|08-07
1878708|08-07
1878713|08-08
1878716|08-08
1878718|09-03
1878719|09-03
1878733|09-01
1878737|10-04
1878738|10-04
1878739|10-04
1878740|10-04
1878744|10-07
1878749|11-01
1878752|11-01
1878753|11-01
1878759|12-08
1878772|12-16
1878773|12-16
1878775|12-16
1878776|12-16
1878777|12-16
1878779|12-16
1878780|12-16
1878781|12-16
1878782|12-16
1878784|12-16
1878786|12-15
1878787|12-15
1878788|12-15
1878789|12-15
1878790|12-15
1878791|12-15
1878795|13-02
1878797|13-02
1878798|13-02
1878799|13-02
1878802|13-03
1878804|13-03
1878805|13-03
1878808|14-03
1878810|13-03
1878812|13-03
1878813|14-03
1878814|14-03
1878815|14-03
1878816|14-03
1878817|14-03
1878818|14-03
1878819|14-03
1878820|14-03
1878821|14-03
1878826|14-01
1878827|14-01
1878828|14-01
1878830|14-03
1878836|14-03
1878837|14-03
1878850|14-02
1878851|14-02
1878852|14-02
1878853|14-02
1878859|14-02
1878860|14-02
1878867|14-04
1878868|14-04
1878869|14-04
1878872|14-04
1878873|14-04
1878874|14-04
1878875|14-04
1878876|14-04
1878877|14-04
1878878|14-04
1878879|15-02
1878881|15-03
1878882|15-03
1878883|15-07
1878884|15-07
1878885|15-09
1878887|16-01
1878888|16-01
1878892|16-05
1878894|16-05
1878895|16-05
1878900|16-06
1878901|16-06
1878904|14-02
1878905|18-02
1878908|19-02
1878931|23-01
1878933|23-01
1878935|23-01
1878939|23-01
1878943|23-04
1878946|29-02
1878948|24-02
1878955|24-00
1878956|24-01
1878960|24-01
1878970|26-06
1878971|26-06
1878972|26-06
1878973|26-06
1878974|26-06
1878975|26-06
1878980|26-99
1878987|28-03
1879001|15-05
1879002|15-05
1879003|15-05
1879007|04-01
1879010|07-05
1879011|07-05
1879017|08-06
1879038|03-01
1879051|06-01
1879068|07-01
1879083|08-05
1879089|08-07
1879097|09-01
1879105|10-04
1879108|10-07
1879109|11-01
1879125|12-16
1879126|12-16
1879127|12-16
1879128|12-16
1879129|12-16
1879130|12-16
1879132|12-16
1879133|12-16
1879134|12-16
1879136|12-15
1879138|12-15
1879140|13-02
1879141|13-02
1879142|13-03
1879143|13-03
1879145|13-03
1879146|13-03
1879148|13-03
1879151|13-03
1879153|13-03
1879154|13-03
1879155|14-03
1879156|14-03
1879157|14-03
1879160|14-01
1879161|14-01
1879162|14-01
1879163|14-03
1879166|14-01
1879169|14-03
1879178|14-03
1879181|14-02
1879182|14-02
1879183|14-02
1879184|14-03
1879186|14-02
1879188|14-02
1879190|14-04
1879191|14-04
1879193|14-04
1879194|14-04
1879195|14-04
1879196|14-04
1879197|14-04
1879198|14-04
1879199|14-04
1879200|14-04
1879201|14-04
1879202|14-04
1879203|15-01
1879204|15-01
1879205|15-01
1879208|15-03
1879213|15-09
1879215|15-09
1879218|16-01
1879220|16-05
1879221|16-01
1879222|16-05
1879223|16-05
1879224|16-05
1879225|16-05
1879232|16-06
1879235|14-02
1879236|18-02
1879239|19-08
1879242|21-01
1879244|21-01
1879266|23-01
1879267|23-01
1879269|23-01
1879270|23-02
1879273|29-02
1879275|24-02
1879281|24-01
1879282|24-01
1879283|24-01
1879284|24-01
1879298|26-06
1879299|26-06
1879301|26-05
1879303|26-03
1879308|28-03
1879318|12-05
1879333|02-04
1879338|03-01
1879351|06-06
1879353|07-01
1879354|07-01
1879355|07-99
1879382|09-07
1879384|09-03
1879386|09-01
1879399|10-04
1879404|12-08
1879405|12-08
1879406|12-08
1879408|12-16
1879409|12-16
1879410|12-16
1879411|12-16
1879412|12-16
1879413|12-16
1879414|12-16
1879418|12-08
1879419|12-08
1879420|12-08
1879421|12-16
1879423|12-16
1879430|12-15
1879431|12-15
1879432|12-15
1879434|13-02
1879438|13-03
1879439|13-03
1879440|13-03
1879444|13-03
1879445|13-03
1879446|13-03
1879447|13-03
1879449|14-03
1879450|14-03
1879451|14-03
1879452|14-03
1879453|14-03
1879454|14-03
1879462|14-03
1879467|14-03
1879468|14-02
1879469|14-02
1879470|14-02
1879471|14-02
1879472|14-02
1879473|14-02
1879474|14-02
1879475|14-02
1879476|14-02
1879479|14-02
1879482|14-02
1879483|14-02
1879485|14-04
1879486|14-04
1879487|14-04
1879488|14-04
1879489|14-04
1879490|14-04
1879491|14-04
1879492|14-04
1879493|14-04
1879494|14-04
1879497|15-02
1879498|15-03
1879499|15-07
1879502|16-01
1879505|19-01
1879509|19-08
1879510|19-08
1879512|21-01
1879529|23-01
1879540|24-02
1879541|24-02
1879554|26-06
1879556|26-05
1879564|29-02
1879569|04-01
1879570|07-05
1879585|02-04
1879599|03-01
1879609|04-02
1879634|06-01
1879635|06-01
1879644|07-02
1879646|07-01
1879681|09-03
1879686|09-07
1879692|09-01
1879693|09-01
1879694|09-01
1879697|09-01
1879699|09-01
1879701|09-05
1879709|10-04
1879719|11-02
1879724|12-08
1879727|12-16
1879728|12-16
1879729|12-16
1879730|12-16
1879731|12-16
1879732|12-08
1879733|12-08
1879736|12-16
1879740|12-06
1879741|12-15
1879744|12-15
1879745|12-15
1879746|12-15
1879747|12-15
1879748|12-15
1879749|12-15
1879753|13-02
1879754|13-02
1879756|13-02
1879757|13-02
1879763|13-03
1879767|13-03
1879769|13-03
1879770|13-03
1879771|14-03
1879772|14-03
1879773|14-03
1879774|14-03
1879775|14-03
1879776|14-03
1879777|14-03
1879778|14-03
1879779|14-01
1879783|14-01
1879784|14-01
1879785|14-03
1879786|14-03
1879787|14-03
1879788|14-03
1879789|14-03
1879790|14-03
1879792|14-03
1879794|14-03
1879795|14-03
1879796|14-03
1879797|14-03
1879798|14-03
1879799|14-03
1879802|14-02
1879803|14-02
1879804|14-02
1879805|14-02
1879807|14-02
1879808|14-02
1879810|14-02
1879813|14-36
1879814|14-02
1879821|14-04
1879823|14-04
1879824|14-04
1879825|14-04
1879826|14-04
1879827|14-04
1879830|14-04
1879831|14-04
1879832|14-04
1879833|14-04
1879834|14-04
1879835|14-04
1879836|14-04
1879837|14-04
1879840|14-04
1879841|14-04
1879842|14-03
1879845|15-03
1879848|15-03
1879851|15-07
1879856|16-01
1879857|16-01
1879858|16-01
1879859|16-01
1879860|16-01
1879861|16-01
1879863|16-06
1879875|21-01
1879876|21-01
1879877|21-01
1879889|23-01
1879892|23-01
1879893|23-01
1879902|28-99
1879906|24-02
1879908|24-04
1879918|24-01
1879919|24-00
1879924|24-01
1879925|24-00
1879926|24-01
1879931|25-01
1879933|26-06
1879934|26-06
1879935|26-04
1879936|26-04
1879937|26-04
1879940|26-06
1879941|26-06
1879942|26-06
1879943|26-06
1879944|26-06
1879945|26-02
1879948|26-05
1879988|02-04
1879996|03-01
1880002|06-01
1880003|06-01
1880004|06-01
1880018|07-01
1880024|07-02
1880026|07-02
1880027|07-01
1880045|08-03
1880046|08-05
1880047|08-03
1880056|08-08
1880059|08-08
1880066|09-07
1880076|09-01
1880079|09-01
1880080|09-01
1880083|09-01
1880086|10-04
1880088|10-04
1880089|11-01
1880091|11-01
1880095|08-10
1880099|12-16
1880100|12-16
1880101|12-08
1880106|12-16
1880109|12-16
1880119|12-15
1880120|12-15
1880121|12-15
1880124|13-02
1880126|13-02
1880128|13-02
1880129|13-02
1880130|13-02
1880133|13-03
1880134|13-03
1880135|13-03
1880139|14-03
1880140|14-03
1880141|14-03
1880142|14-03
1880143|14-03
1880144|14-03
1880145|14-03
1880148|14-01
1880153|14-03
1880157|14-02
1880158|14-02
1880161|14-02
1880166|14-02
1880168|08-07
1880169|08-07
1880170|08-07
1880171|08-07
1880173|08-07
1880174|08-07
1880175|14-04
1880176|14-04
1880177|14-04
1880178|14-04
1880179|14-04
1880181|14-04
1880182|14-04
1880183|14-04
1880184|14-04
1880185|14-04
1880187|14-04
1880188|14-04
1880191|15-03
1880192|15-03
1880193|15-03
1880195|15-07
1880196|15-07
1880198|15-09
1880200|16-06
1880201|16-01
1880202|16-01
1880203|16-05
1880206|16-05
1880210|16-06
1880215|14-02
1880221|21-01
1880237|23-01
1880247|23-01
1880253|23-04
1880255|23-02
1880256|23-02
1880257|23-04
1880258|23-04
1880260|24-02
1880261|24-02
1880262|24-02
1880264|24-04
1880266|24-02
1880267|24-06
1880269|24-02
1880270|24-02
1880271|24-99
1880272|24-99
1880273|24-99
1880277|24-00
1880282|24-01
1880283|24-01
1880284|24-01
1880289|26-06
1880291|26-06
1880293|26-06
1880295|26-05
1880301|27-01
1880302|28-03
1880304|28-03
1880305|28-03
1880306|28-03
1880316|15-05
1880317|15-05
1880349|06-06
1880355|07-01
1880365|08-06
1880368|08-07
1880378|09-01
1880380|09-01
1880388|12-08
1880389|12-08
1880393|12-16
1880396|12-15
1880397|13-02
1880398|13-02
1880401|13-03
1880404|13-03
1880405|14-03
1880406|14-03
1880413|14-03
1880414|14-03
1880420|14-02
1880423|14-04
1880424|14-04
1880425|14-04
1880426|14-04
1880427|14-04
1880428|32-00
1880429|14-04
1880430|14-04
1880431|14-04
1880432|14-04
1880436|15-03
1880437|15-09
1880438|16-01
1880439|16-02
1880442|16-03
1880443|16-03
1880444|18-02
1880445|14-02
1880473|23-01
1880477|23-02
1880482|28-99
1880485|24-02
1880487|24-01
1880491|24-01
1880503|26-06
1880505|26-06
1880506|26-03
1880509|28-03
1880515|15-05
1880517|15-05
1880531|02-04
1880534|02-99
1880568|07-01
1880573|07-02
1880585|08-05
1880606|09-07
1880607|09-07
1880624|11-01
1880625|11-01
1880633|02-07
1880634|02-07
1880635|02-07
1880637|12-08
1880638|12-08
1880639|12-08
1880640|12-08
1880643|12-11
1880645|12-11
1880647|12-16
1880648|12-16
1880649|12-08
1880651|12-16
1880656|12-16
1880658|12-15
1880659|12-15
1880660|12-15
1880661|12-15
1880662|12-15
1880663|12-15
1880664|12-15
1880666|13-01
1880667|13-03
1880670|13-03
1880671|13-03
1880672|13-03
1880673|13-03
1880675|13-03
1880680|13-03
1880681|13-03
1880682|13-03
1880683|13-03
1880684|14-03
1880685|14-03
1880686|14-03
1880687|14-03
1880688|14-03
1880690|14-03
1880691|14-03
1880694|14-01
1880695|14-01
1880696|14-01
1880699|14-03
1880700|14-03
1880701|14-03
1880702|14-03
1880704|14-02
1880705|14-02
1880709|14-02
1880711|14-04
1880712|14-04
1880713|14-04
1880714|14-04
1880715|14-04
1880716|14-04
1880717|14-04
1880718|14-04
1880719|14-04
1880720|14-04
1880722|15-01
1880724|15-03
1880725|15-03
1880727|15-07
1880728|15-07
1880729|15-07
1880730|15-07
1880733|15-09
1880734|15-09
1880735|15-99
1880739|16-01
1880740|16-02
1880742|16-06
1880744|18-01
1880746|18-02
1880753|21-01
1880757|21-01
1880759|21-01
1880760|21-01
1880780|23-01
1880787|23-02
1880788|23-04
1880789|23-04
1880790|23-04
1880799|24-01
1880813|26-06
1880814|26-06
1880825|28-03
1880829|29-02
1880834|15-05
1880835|15-05
1880836|15-05
1880843|24-00
1880846|26-04
1880855|02-04
1880856|02-04
1880857|02-04
1880858|02-04
1880859|02-04
1880872|03-01
1880878|04-02
1880903|06-04
1880908|06-06
1880909|06-01
1880920|07-02
1880921|07-02
1880929|07-01
1880931|07-01
1880934|07-01
1880958|08-01
1880975|09-03
1880976|09-03
1880979|09-01
1880982|09-01
1880983|09-01
1880984|09-01
1880986|09-01
1880987|09-01
1880990|09-01
1881000|10-03
1881004|10-05
1881012|11-01
1881024|12-08
1881025|12-08
1881028|12-16
1881029|12-16
1881030|12-16
1881031|12-16
1881032|12-16
1881033|12-16
1881034|12-08
1881035|12-16
1881038|12-16
1881039|12-16
1881041|12-16
1881052|12-15
1881053|12-15
1881054|12-15
1881055|12-15
1881058|13-02
1881064|13-02
1881067|13-02
1881072|13-03
1881077|13-03
1881078|13-03
1881079|13-03
1881081|13-03
1881084|13-03
1881085|13-03
1881090|14-03
1881091|14-03
1881092|14-03
1881093|14-03
1881094|14-03
1881095|14-03
1881097|14-03
1881098|14-03
1881099|14-03
1881102|14-01
1881104|14-01
1881106|14-03
1881107|14-03
1881108|14-03
1881109|14-03
1881110|14-03
1881111|14-03
1881112|14-03
1881113|14-03
1881115|14-01
1881117|14-03
1881118|14-03
1881119|14-03
1881120|14-03
1881125|14-03
1881129|14-03
1881134|14-02
1881135|14-02
1881138|14-03
1881139|14-02
1881140|14-02
1881141|14-02
1881143|14-02
1881146|14-02
1881149|14-04
1881150|14-04
1881155|14-04
1881156|14-04
1881157|14-04
1881158|14-04
1881159|14-04
1881160|14-04
1881161|14-04
1881162|14-04
1881163|14-04
1881164|14-04
1881167|15-01
1881168|15-02
1881172|15-02
1881174|15-03
1881175|15-03
1881176|15-03
1881177|15-07
1881178|15-07
1881179|15-07
1881182|15-09
1881183|16-06
1881184|16-06
1881185|16-06
1881187|16-01
1881188|16-01
1881189|16-05
1881190|16-05
1881191|16-05
1881192|16-05
1881193|16-05
1881194|16-05
1881197|16-06
1881204|16-03
1881205|18-02
1881211|21-01
1881212|21-01
1881232|21-03
1881241|23-01
1881243|23-01
1881245|23-01
1881246|23-01
1881255|28-99
1881260|24-01
1881270|24-02
1881272|24-01
1881274|24-01
1881276|24-99
1881278|24-01
1881280|24-04
1881281|24-04
1881282|24-04
1881290|25-04
1881291|25-01
1881292|25-01
1881293|25-01
1881295|25-01
1881302|26-06
1881303|26-06
1881310|26-05
1881311|26-05
1881334|15-05
1881335|15-05
1881343|12-05
1881344|12-05
1881360|02-04
1881369|03-01
1881370|03-01
1881398|06-01
1881402|23-02
1881419|06-01
1881420|07-06
1881423|07-01
1881424|07-01
1881445|07-01
1881446|07-01
1881451|08-01
1881452|08-05
1881460|08-07
1881471|09-03
1881477|09-01
1881480|09-01
1881482|09-01
1881488|09-05
1881490|09-03
1881491|09-05
1881492|09-05
1881493|09-05
1881496|09-01
1881501|10-04
1881504|10-04
1881506|10-04
1881509|10-04
1881510|10-04
1881514|10-07
1881516|11-01
1881518|11-01
1881532|12-08
1881533|12-08
1881534|12-08
1881535|12-11
1881536|12-11
1881539|12-16
1881541|12-16
1881542|12-16
1881554|12-16
1881559|12-15
1881565|13-02
1881567|13-02
1881568|13-02
1881569|13-02
1881570|13-02
1881575|13-03
1881576|13-03
1881577|13-03
1881582|14-03
1881584|14-03
1881585|14-03
1881586|14-03
1881587|14-03
1881588|14-03
1881589|14-03
1881590|14-03
1881591|14-03
1881592|14-03
1881593|14-03
1881594|14-03
1881595|14-03
1881596|14-03
1881597|14-03
1881598|14-03
1881599|14-03
1881600|14-03
1881601|14-03
1881602|14-03
1881603|14-03
1881604|14-03
1881605|14-03
1881606|14-03
1881607|14-03
1881608|14-03
1881609|14-03
1881610|14-03
1881611|14-03
1881613|14-01
1881614|14-01
1881615|14-01
1881616|14-01
1881617|14-03
1881619|14-03
1881621|14-03
1881622|14-03
1881623|14-03
1881625|14-03
1881626|14-03
1881627|14-03
1881629|14-03
1881630|14-03
1881631|14-03
1881632|14-03
1881633|14-03
1881634|14-03
1881639|14-03
1881641|14-03
1881644|14-02
1881645|14-02
1881646|14-02
1881647|14-02
1881648|14-02
1881652|14-02
1881653|14-02
1881654|14-02
1881655|14-02
1881658|14-02
1881659|14-02
1881660|14-02
1881661|14-02
1881662|14-02
1881663|14-03
1881664|14-03
1881665|14-02
1881666|14-02
1881667|14-02
1881669|14-02
1881670|14-02
1881671|14-02
1881672|14-04
1881673|14-02
1881674|14-02
1881677|08-07
1881680|14-04
1881685|14-04
1881686|14-04
1881688|14-04
1881689|14-04
1881691|14-03
1881694|15-03
1881695|15-03
1881696|15-03
1881697|15-07
1881698|15-07
1881699|15-07
1881700|15-07
1881705|16-06
1881710|16-01
1881711|16-05
1881712|16-05
1881713|16-05
1881714|16-02
1881718|16-03
1881719|16-03
1881720|14-02
1881721|14-02
1881727|19-08
1881731|21-03
1881739|21-01
1881756|22-01
1881757|22-03
1881759|22-05
1881764|23-01
1881765|23-01
1881766|23-01
1881767|23-01
1881777|23-02
1881780|28-99
1881783|24-01
1881787|24-02
1881788|24-02
1881790|24-02
1881791|24-02
1881797|24-01
1881798|24-01
1881799|24-01
1881800|24-01
1881801|24-01
1881805|24-01
1881806|24-04
1881807|24-04
1881808|24-04
1881809|14-03
1881823|26-04
1881824|26-04
1881825|26-04
1881827|26-06
1881828|26-06
1881829|26-05
1881832|26-05
1881843|28-03
1881858|15-05
1881863|07-05
1881868|12-05
1881870|13-03
1881898|03-01
1881914|04-02
1881925|06-01
1881927|06-01
1881936|23-02
1881937|23-02
1881949|06-01
1881950|06-06
1881951|06-06
1881952|06-06
1881953|06-01
1881961|07-01
1881966|07-01
1881968|07-01
1881969|07-99
1881970|07-99
1881971|07-03
1881991|08-08
1881994|08-03
1881998|08-03
1882001|08-06
1882014|09-03
1882017|09-07
1882020|09-07
1882022|09-07
1882023|09-01
1882025|09-01
1882026|09-01
1882030|09-01
1882031|09-01
1882032|09-01
1882038|09-05
1882039|09-05
1882040|09-05
1882041|09-05
1882042|09-05
1882044|09-01
1882045|09-03
1882046|10-01
1882047|10-02
1882049|10-02
1882050|10-04
1882055|10-04
1882063|10-05
1882067|11-01
1882076|02-07
1882077|12-14
1882078|12-14
1882080|12-08
1882084|12-16
1882087|12-16
1882088|12-16
1882089|12-16
1882090|12-16
1882091|12-16
1882092|12-16
1882093|12-16
1882104|12-16
1882107|12-15
1882108|12-15
1882109|12-15
1882110|12-15
1882111|12-15
1882112|12-15
1882127|13-02
1882128|13-02
1882129|13-01
1882133|13-03
1882135|13-03
1882136|13-03
1882137|13-03
1882138|13-03
1882139|14-03
1882141|13-03
1882143|14-03
1882145|14-01
1882146|14-03
1882147|14-03
1882148|14-03
1882149|14-03
1882150|14-03
1882151|14-03
1882152|14-03
1882153|14-03
1882154|14-03
1882159|14-03
1882160|14-03
1882161|14-03
1882162|14-03
1882165|14-03
1882166|14-03
1882175|14-02
1882176|14-02
1882177|14-02
1882178|14-02
1882180|14-02
1882183|14-02
1882184|14-02
1882185|14-02
1882186|14-02
1882187|14-02
1882188|14-02
1882189|14-02
1882190|14-02
