Design_id|Locarno_class
652175|14-03
652176|14-02
652177|14-02
652178|14-02
652179|14-03
652180|14-03
652193|14-02
652194|14-02
652195|14-02
652196|14-02
652197|14-02
652203|24-02
652204|24-02
652205|24-02
652206|24-02
652207|24-02
652208|24-02
652209|24-02
652210|24-02
652211|24-02
652212|24-02
652213|24-02
652214|24-02
652215|24-02
652216|24-02
652223|19-06
652224|14-02
652225|14-02
652226|09-07
652227|09-07
652243|23-04
652244|23-04
652245|03-01
652259|31-00
652260|31-00
652267|08-08
652268|32-00
652269|32-00
652270|14-03
652271|14-03
652272|14-03
652273|14-03
652283|14-03
652284|14-03
652297|13-02
652298|13-02
652299|10-05
652300|09-03
652301|09-03
652302|09-03
652303|09-03
652304|09-03
652305|09-03
652306|09-03
652307|09-03
652308|09-03
652309|09-03
652310|09-03
652311|09-03
652312|09-03
652313|09-03
652321|09-03
652322|09-03
652323|09-03
652324|06-04
652325|06-04
652326|06-01
652327|06-01
652328|06-01
652329|06-01
652330|06-01
652337|14-03
652338|14-03
652339|14-03
652340|14-03
652341|14-03
652342|14-03
652343|14-03
652344|14-03
652345|14-03
652346|14-03
652347|14-03
652348|14-03
652349|14-03
652350|14-03
652351|14-03
652352|14-03
652353|14-03
652354|14-03
652355|14-03
652356|14-03
652371|07-05
652372|19-02
652375|19-02
652392|19-06
652393|19-06
652394|19-06
652395|19-06
652399|14-03
652400|14-03
652401|10-05
652402|10-05
652403|10-05
652404|10-05
652405|10-05
652406|10-05
652407|10-05
652408|10-05
652409|10-05
652410|13-03
652411|13-03
652412|13-03
652413|13-03
652414|14-03
652417|15-05
652418|15-05
652419|15-05
652420|15-05
652421|15-05
652422|16-01
652423|16-01
652424|16-01
652425|16-01
652426|16-01
652427|16-01
652428|16-01
652429|16-01
652430|16-01
652431|03-01
652432|03-01
652433|03-01
652434|03-01
652435|03-01
652436|03-01
652437|03-01
652438|24-02
652449|14-04
652450|14-04
652451|14-04
652452|14-04
652453|14-04
652454|14-04
652455|14-04
652457|08-08
652465|14-01
652466|14-01
652467|14-01
652468|14-01
652469|14-01
652470|14-01
652471|14-01
652472|14-01
652473|14-04
652474|14-04
652475|14-04
652476|14-04
652489|12-11
652490|12-11
652496|14-01
652497|14-01
652498|03-01
652501|09-03
652502|09-03
652504|08-08
652506|13-03
652507|13-03
652508|13-03
652509|13-03
652510|13-03
652511|13-03
652512|13-03
652535|14-01
652536|14-03
652605|14-99
652606|14-99
652607|14-99
652625|09-01
652626|09-01
652627|09-01
652648|24-04
652649|24-04
652668|13-02
652669|13-02
652671|31-00
652682|26-02
652683|10-04
652684|10-04
652685|10-04
652686|10-04
652687|15-05
652688|14-03
652697|09-07
652698|09-07
652699|09-07
652700|09-07
652701|09-07
652702|09-07
652703|09-07
652704|15-05
652705|15-05
652706|15-05
652710|10-05
652711|18-03
652712|18-03
652812|12-16
652814|12-11
652882|15-02
652883|15-02
652884|15-02
652885|15-02
652889|32-00
652890|32-00
652891|32-00
652892|32-00
652893|32-00
652894|32-00
652895|32-00
652896|32-00
652897|32-00
652898|32-00
652899|32-00
652900|32-00
652901|32-00
652902|32-00
652903|32-00
652904|32-00
652905|32-00
652906|32-00
652907|32-00
652908|32-00
652909|32-00
652910|32-00
652911|32-00
652912|32-00
652913|32-00
652914|32-00
652915|32-00
652916|32-00
652917|32-00
652918|32-00
652921|26-06
652922|26-06
652923|26-06
652924|12-08
652925|26-06
652926|26-06
652936|14-02
652937|14-02
652943|16-06
652944|16-06
652945|16-06
652946|16-06
652947|16-06
652948|16-06
652968|24-02
652978|12-08
652979|12-16
652980|12-16
652981|12-16
652982|12-16
652983|12-08
652984|12-08
652985|12-08
652986|12-08
652987|12-16
652988|12-16
652989|12-16
652990|12-08
652991|12-08
652992|12-08
652993|12-08
652994|12-08
652994|21-01
653034|14-02
653035|14-02
653036|14-02
653037|14-02
653038|14-02
653039|14-02
653040|14-02
653041|14-02
653042|14-02
653043|14-99
653044|14-99
653108|14-02
653109|14-02
653110|14-02
653111|14-02
653112|14-02
653113|14-02
653114|14-02
653115|14-02
653129|14-01
653130|14-03
653131|23-01
653132|14-03
653155|13-99
653156|13-99
653157|13-99
653158|13-99
653159|13-99
653160|13-99
653182|09-03
653183|09-03
653184|09-03
653185|09-03
653186|09-03
653187|09-03
653188|09-03
653189|09-03
653190|09-03
653191|09-03
653192|09-03
653227|13-02
653228|13-02
653229|13-02
653230|13-02
653266|14-03
653267|14-03
653268|14-03
653269|14-03
653270|14-03
653271|14-03
653272|14-03
653273|14-03
653274|14-03
653275|14-03
653276|14-03
653277|14-03
653278|14-03
653279|14-03
653280|14-03
653281|14-03
653282|14-03
653283|14-03
653284|14-03
653285|14-03
653288|14-04
653692|18-01
653740|14-04
653741|14-04
653742|14-04
653743|14-04
653744|14-04
653745|14-04
653746|14-04
653747|14-04
653748|14-04
653749|14-04
653750|14-04
653751|14-04
653752|14-04
653753|14-04
653754|14-04
653755|14-04
653756|14-04
653757|14-04
653758|14-04
653759|14-04
653760|14-04
653761|14-04
653762|14-04
653763|14-04
653764|14-04
653765|14-04
653766|14-04
653767|14-04
653768|14-04
653769|14-04
653770|14-04
653771|14-04
653772|14-04
653773|14-04
653785|24-01
653786|24-01
653787|24-01
653797|15-07
653798|07-02
653799|07-02
653800|07-02
653899|23-01
653900|23-01
653987|21-02
653988|21-02
653995|10-04
653996|10-04
653997|10-04
653998|10-04
653999|10-04
654004|08-05
654005|08-05
654006|08-05
654007|08-05
654024|14-01
654025|14-01
654026|14-01
654027|14-03
654052|09-03
654060|07-02
654061|31-00
654062|07-02
654063|31-00
654064|31-00
654065|31-00
654140|08-06
654141|29-02
654146|14-04
654150|29-02
654151|08-08
654152|08-08
654157|02-07
654165|09-05
654166|09-05
654167|09-05
654168|14-03
654169|14-03
654170|14-03
654171|14-03
654172|14-03
654173|14-03
654179|25-01
654180|23-04
654181|23-04
654182|14-01
654211|14-99
654212|14-99
654213|14-99
654222|08-05
654227|08-08
654229|13-02
654236|26-03
654237|26-03
654238|26-03
654245|15-99
654246|15-99
654247|15-99
654262|14-03
654263|14-02
654263|16-03
654263|18-02
654264|14-02
654264|16-03
654264|18-02
654265|14-02
654265|16-03
654265|18-02
654266|26-04
654280|14-03
654281|14-03
654282|14-03
654288|06-04
654289|06-07
654290|06-07
654291|06-07
654292|06-07
654327|14-03
654328|14-03
654335|32-00
654336|32-00
654337|32-00
654338|32-00
654339|32-00
654340|26-06
654341|28-99
654342|28-99
654343|28-99
654344|28-99
654345|14-02
654346|14-02
654347|14-02
654362|14-03
654363|14-99
654364|14-03
654365|14-03
654366|14-03
654369|23-02
654370|23-02
654371|23-02
654439|07-07
654440|07-07
654444|07-02
654447|15-07
654448|14-03
654449|14-03
654450|14-03
654451|14-03
654452|13-03
654453|13-03
654454|13-03
654455|13-03
654503|14-04
654504|14-04
654505|14-04
654506|14-04
654507|14-04
654508|14-04
654510|14-02
654516|12-11
654517|12-11
654518|12-11
654519|15-04
654520|15-04
654521|15-04
654522|15-04
654523|15-04
654524|15-04
654525|15-04
654526|15-04
654527|15-99
654547|32-00
654548|32-00
654549|32-00
654550|32-00
654551|32-00
654552|32-00
654553|32-00
654554|32-00
654555|32-00
654556|32-00
654608|03-01
654609|03-01
654614|14-03
654630|23-01
654631|23-01
654632|23-01
654633|23-01
654634|23-01
654635|23-01
654636|23-01
654637|23-01
654638|23-01
654639|23-01
654664|09-03
654664|14-01
654665|09-03
654665|14-01
654666|09-03
654666|14-01
654666|14-02
654666|14-03
654667|09-03
654667|14-01
654668|09-03
654668|14-01
654668|14-02
654668|14-03
654669|09-03
654669|14-01
654670|09-03
654670|14-01
654670|14-02
654670|14-03
654671|09-03
654671|14-01
654672|09-03
654672|14-99
654673|09-03
654673|14-01
654674|09-03
654674|14-01
654689|14-03
654690|14-03
654691|14-03
654692|14-03
654693|14-03
654694|14-03
654696|14-03
654698|14-04
654699|14-04
654700|14-04
654701|14-04
654702|14-04
654703|14-04
654704|14-04
654705|14-04
654706|14-04
654707|14-04
654708|14-04
654709|14-04
654710|14-04
654711|14-04
654712|14-04
654713|14-04
654714|14-04
654726|26-06
654727|26-06
654728|12-08
654734|26-06
654735|26-06
654736|26-06
654737|14-04
654738|14-04
654739|14-04
654740|14-04
654741|14-04
654742|14-04
654743|14-04
654744|14-04
654745|14-04
654746|14-04
654747|14-04
654748|14-04
654749|14-04
654750|14-04
654751|14-04
654752|14-04
654753|14-04
654754|14-04
654755|14-04
654756|14-04
654757|14-04
654758|14-04
654759|14-04
654760|14-04
654761|14-04
654762|14-04
654763|14-04
654764|14-04
654765|14-04
654766|14-04
654767|14-04
654768|14-04
654769|14-04
654770|14-04
654771|14-04
654772|14-04
654773|14-04
654774|14-04
654775|14-04
654776|14-04
654777|14-04
654778|14-04
654779|14-04
654780|14-04
654781|14-04
654782|14-04
654783|14-04
654784|14-04
654785|14-04
654786|14-04
654787|14-04
654788|14-04
654789|14-04
654790|14-04
654791|14-04
654792|14-04
654793|14-04
654794|12-08
654795|12-08
654796|26-06
654799|06-06
654800|06-06
654801|06-06
654808|10-04
654809|10-04
654810|10-04
654811|10-04
654812|10-04
654813|10-04
654814|10-04
654815|10-04
654816|10-04
654817|10-04
654821|26-06
654822|26-06
654823|26-06
654839|24-04
654840|24-04
654881|08-04
654970|10-02
654971|10-02
654972|10-02
654973|10-02
654974|10-02
654975|10-02
654976|10-07
654977|10-07
654978|10-07
654979|10-07
654980|10-07
654981|10-07
654996|12-08
654997|14-02
654998|14-02
654999|14-02
655000|14-02
655001|14-02
655002|14-02
655003|14-02
655004|14-02
655005|14-02
655006|14-02
655007|14-02
655009|08-05
655010|08-05
655053|08-05
655057|14-03
655058|14-03
655059|14-03
655060|14-03
655061|14-03
655062|14-03
655063|14-03
655064|14-03
655065|14-03
655066|14-03
655067|14-03
655068|14-03
655069|14-03
655070|14-03
655071|14-03
655073|14-02
655094|15-07
655095|15-07
655096|15-07
655097|15-07
655098|15-07
655099|15-07
655100|15-07
655101|15-07
655102|15-07
655103|15-07
655104|15-07
655105|15-07
655106|15-07
655107|15-07
655108|15-07
655122|08-08
655123|15-05
655125|21-01
655126|21-01
655127|21-01
655128|21-01
655129|21-01
655130|21-01
655131|21-01
655132|21-01
655133|21-01
655135|26-06
655198|09-03
655199|09-03
655207|07-01
655208|16-01
655257|09-03
655258|09-03
655259|09-03
655260|09-03
655261|04-02
655262|04-02
655269|14-99
655270|14-99
655271|14-99
655276|09-01
655277|06-03
655305|09-03
655305|21-01
655453|26-06
655469|14-02
655682|15-09
655701|14-02
655702|14-02
655703|14-01
655704|14-01
655798|13-02
655803|24-01
655821|15-04
655822|15-04
655823|15-04
655824|15-04
655825|15-04
655826|15-04
655827|15-04
655828|15-04
655829|15-04
655830|15-04
655831|15-04
655832|15-04
655833|15-04
655834|15-04
655835|15-04
655836|15-04
655837|15-04
655838|15-04
655839|15-04
655840|15-04
655841|15-04
655842|15-04
655844|14-04
655845|14-04
655846|18-02
655847|18-02
655854|12-16
655888|14-99
655946|05-06
655947|19-02
655948|26-05
655949|26-05
655950|26-05
656027|06-06
656029|15-09
656218|31-00
656219|31-00
656226|16-03
656227|16-03
656242|13-02
656245|14-02
656246|14-01
656250|09-01
656251|09-01
656252|09-01
656253|09-01
656254|09-01
656310|08-04
656311|08-04
656312|12-16
656313|12-16
656314|12-16
656315|06-01
656316|06-01
656324|26-03
656325|26-03
656326|26-03
656327|26-03
656328|14-02
656329|14-02
656357|16-06
656358|16-06
656375|14-04
656376|14-04
656377|14-04
656378|14-04
656379|14-04
656380|14-04
656381|14-04
656382|14-04
656383|14-04
656384|14-04
656385|14-04
656386|14-04
656387|14-04
656388|14-04
656389|14-04
656390|14-04
656391|14-04
656392|14-04
656393|14-04
656394|14-04
656395|14-04
656396|14-04
656397|14-04
656398|14-04
656399|14-04
656400|14-04
656401|14-04
656402|14-04
656403|14-04
656404|14-04
656405|14-04
656406|14-04
656407|14-04
656408|14-04
656409|14-04
656410|14-04
656411|14-04
656412|14-04
656413|14-04
656414|14-04
656415|14-04
656416|14-04
656417|14-04
656418|14-04
656419|14-04
656420|14-04
656421|14-04
656422|14-04
656423|14-04
656424|14-04
656425|14-04
656426|14-04
656427|14-04
656428|14-04
656429|14-04
656430|14-04
656431|14-04
656432|14-04
656433|14-04
656434|14-04
656435|14-04
656436|14-04
656437|14-04
656438|14-04
656439|14-04
656440|14-04
656441|14-04
656442|14-04
656443|14-04
656444|14-04
656445|14-04
656446|14-04
656447|14-04
656448|14-04
656449|14-04
656450|14-04
656451|14-04
656452|14-04
656453|14-04
656454|14-04
656455|14-04
656456|14-04
656457|14-04
656458|14-04
656459|14-04
656460|14-04
656461|14-04
656462|14-04
656463|14-04
656464|14-04
656465|14-04
656466|14-04
656467|14-04
656468|14-04
656469|14-04
656470|14-04
656471|14-04
656472|14-04
656473|14-04
656474|14-04
656475|14-04
656476|14-04
656477|14-04
656478|14-04
656479|14-04
656480|14-04
656481|14-04
656482|14-04
656483|14-04
656484|14-04
656486|13-03
656487|13-03
656488|10-07
656491|19-02
656492|21-01
656493|21-01
656494|21-01
656495|21-01
656496|21-01
656497|21-01
656498|21-01
656499|21-01
656500|21-01
656501|21-01
656502|21-01
656503|21-01
656504|21-01
656505|21-01
656508|08-08
656535|14-01
656540|14-02
656541|14-02
656589|28-03
656590|28-03
656598|12-08
656599|10-05
656612|08-05
656613|08-05
656614|08-05
656615|08-05
656616|08-05
656617|08-05
656618|08-05
656619|08-05
656620|08-05
656621|08-05
656622|08-05
656623|08-05
656624|08-05
656625|14-03
656626|12-05
656627|12-05
656628|12-05
656629|12-05
656630|12-05
656651|14-03
656652|23-04
656653|14-04
656654|14-04
656655|14-04
656656|14-04
656657|14-04
656658|14-04
656659|14-04
656660|14-04
656661|14-04
656662|14-04
656663|14-04
656664|07-06
656664|09-03
656665|14-02
656666|14-02
656667|14-02
656668|14-02
656669|14-02
656670|14-02
656671|14-02
656672|14-02
656673|14-02
656674|14-02
656675|14-02
656676|14-02
656677|14-02
656678|14-02
656679|14-02
656680|14-02
656681|14-04
656682|14-04
656683|14-04
656684|14-04
656685|14-02
656686|14-02
656687|14-02
656688|14-02
656689|14-02
656690|14-02
656691|14-02
656692|14-99
656693|14-99
656743|24-02
656744|24-02
656745|24-02
656746|24-02
656747|24-02
656748|24-02
656749|24-02
656750|24-02
656751|14-01
656752|14-01
656753|14-01
656754|14-01
656755|14-01
656756|14-01
656757|14-01
656758|14-01
656759|14-01
656760|14-01
656761|14-01
656762|14-01
656763|14-01
656764|32-00
656765|32-00
656770|24-02
656785|20-02
656786|20-02
656787|20-02
656788|20-02
656789|20-02
656790|20-02
656791|20-02
656792|20-02
656793|20-02
656823|13-03
656824|13-03
656825|13-03
656826|13-03
656828|26-05
656829|26-05
656830|26-05
656831|26-05
656832|26-05
656834|14-01
656835|14-01
656836|14-01
656837|14-01
656848|13-02
656855|10-06
656857|19-06
656858|03-01
656859|03-01
656882|10-05
656884|09-07
656885|09-07
656899|14-01
656901|14-02
656902|14-02
656903|14-02
656904|14-02
656905|14-02
656906|14-02
656918|26-05
656919|26-05
656920|26-05
656923|12-08
656924|14-04
656925|14-04
656926|14-04
656927|14-04
656928|14-04
656929|14-04
656956|14-01
656957|14-01
656958|14-01
656959|14-01
656982|13-03
656983|13-03
656984|13-03
656985|13-03
656996|18-02
657009|09-03
657010|09-07
657011|09-07
657012|09-03
657013|06-01
657014|06-01
657015|06-01
657016|06-01
657037|14-02
657038|14-02
657039|14-02
657040|14-02
657049|26-05
657052|09-01
657053|09-01
657054|09-01
657055|09-07
657057|15-03
657214|29-02
657215|29-02
657216|29-02
657217|29-02
657218|14-02
657219|14-02
657220|14-02
657221|14-02
657222|14-02
657223|14-02
657224|14-02
657225|14-02
657226|14-02
657227|14-02
657228|14-02
657229|14-02
657230|14-02
657231|14-02
657232|14-02
657233|14-02
657234|14-02
657235|14-02
657236|14-02
657237|14-02
657238|14-02
657239|14-02
657240|14-02
657241|14-02
657242|14-02
657243|05-06
657244|05-06
657245|05-06
657263|04-02
657264|04-02
657265|24-01
657266|24-01
657267|24-01
657268|24-01
657269|24-01
657270|24-01
657271|24-01
657298|26-05
657299|26-05
657309|12-06
657310|12-16
657311|12-16
657312|12-16
657313|12-16
657314|12-16
657315|12-16
657316|12-16
657317|12-16
657318|12-16
657319|12-16
657320|12-16
657367|24-02
657368|24-02
657369|24-02
657371|01-01
657373|14-03
657374|14-01
657375|14-01
657376|14-01
657377|14-01
657378|14-01
657379|14-01
657380|14-01
657381|14-01
657382|13-03
657395|09-07
657396|09-07
657397|25-02
657398|08-05
657420|08-03
657435|08-05
657442|15-03
657455|18-01
657516|09-01
657517|09-01
657518|09-01
657519|09-01
657520|09-01
657521|09-01
657522|09-01
657526|24-01
657527|24-01
657528|24-01
657547|14-04
657548|14-04
657549|14-04
657566|07-02
657567|07-02
657568|07-02
657569|07-02
657570|07-02
657571|07-02
657572|07-02
657573|07-02
657574|07-02
657575|07-02
657577|09-03
657578|09-03
657579|09-03
657591|08-07
657592|08-07
657593|08-07
657594|08-07
657595|26-05
657596|26-05
657600|24-04
657602|26-05
657603|28-99
657604|28-99
657605|28-99
657646|14-04
657647|14-04
657648|14-04
657649|14-04
657668|07-04
657669|07-04
657670|07-04
657671|12-07
657672|12-07
657673|12-07
657674|12-07
657675|12-07
657676|12-07
657677|12-07
657678|12-07
657743|10-07
657744|10-07
657745|10-07
657746|10-07
657747|10-02
657751|28-99
657752|28-99
657753|28-99
657754|28-99
657755|28-99
657756|28-99
657757|28-99
657758|28-99
657759|28-99
657760|28-99
657765|24-04
657766|24-04
657767|24-04
657768|24-04
657770|26-05
657771|26-05
657772|26-05
657773|26-05
657774|26-05
657775|26-05
657776|26-05
657777|26-05
657781|08-01
657782|08-01
657783|08-01
657784|08-01
657785|08-01
657786|08-01
657787|08-01
657788|08-01
657797|07-05
657798|07-05
657799|07-05
657802|12-07
657803|26-04
657804|26-04
657805|26-04
657806|26-04
657807|26-04
657808|26-04
657809|26-04
657826|06-03
657827|06-03
657851|26-05
657852|26-05
657853|26-05
657854|26-03
657855|26-03
657856|26-03
657857|26-03
657874|08-07
657876|07-02
657877|07-02
657878|07-02
657879|07-02
657880|07-02
657881|07-02
657882|07-02
657883|07-02
657884|07-02
657891|12-05
657892|12-05
657893|12-05
657894|12-05
657919|14-02
657920|14-03
657921|14-02
657922|14-02
657923|14-02
657924|14-02
657925|16-01
657926|16-01
657927|16-01
657928|16-01
657929|16-01
657930|16-01
657936|13-03
657937|13-03
657938|13-03
657939|13-03
657940|07-02
657941|07-02
657942|07-02
657943|07-02
657950|14-02
657951|14-02
657952|14-02
657953|14-02
657954|14-02
657955|14-02
657956|14-02
657957|14-02
657958|14-02
657959|14-02
657960|14-02
657973|26-03
657974|26-03
657975|26-03
657976|26-03
657977|26-03
657978|26-03
657979|26-03
658075|26-05
658080|15-02
658081|15-02
658082|15-02
658083|15-02
658084|15-02
658085|15-02
658086|15-02
658087|15-02
658088|15-02
658089|15-02
658090|15-02
658091|15-02
658092|15-02
658093|15-02
658094|15-02
658095|15-02
658096|15-02
658097|15-02
658098|15-02
658099|15-02
658100|15-02
658101|15-02
658102|15-02
658103|15-02
658104|15-02
658105|15-02
658106|15-02
658107|15-02
658108|15-02
658109|15-02
658110|15-02
658155|23-04
658156|23-04
658157|23-04
658158|23-04
658159|23-04
658160|23-04
658165|24-01
658166|24-01
658177|14-04
658178|14-04
658179|14-04
658180|14-04
658181|14-04
658182|14-04
658183|14-04
658184|14-04
658185|14-04
658186|14-04
658187|14-04
658188|14-04
658189|14-04
658190|14-04
658191|14-04
658192|14-04
658193|14-04
658194|14-04
658195|14-04
658196|14-04
658197|14-04
658198|14-04
658199|14-04
658200|14-04
658201|14-04
658202|14-04
658203|14-04
658204|14-04
658205|14-04
658206|14-04
658207|14-04
658208|14-04
658209|14-04
658214|14-99
658215|14-03
658251|09-01
658252|09-01
658253|09-01
658254|09-01
658255|09-01
658256|09-01
658257|09-01
658258|09-01
658259|14-03
658260|14-03
658261|14-03
658262|14-03
658263|14-03
658288|14-02
658289|14-02
658290|14-02
658334|24-02
658335|03-01
658336|03-01
658338|24-02
658339|24-02
658340|08-07
658341|08-07
658342|08-07
658343|08-07
658344|08-07
658345|08-07
658346|08-07
658347|08-07
658348|08-07
658349|08-07
658350|08-07
658351|08-07
658352|13-02
658685|13-02
658686|13-02
658687|24-02
658688|14-04
658689|14-04
658690|14-04
658691|14-04
658692|14-04
658693|14-04
658694|14-04
658695|14-04
658696|14-04
658697|14-04
658698|14-04
658699|14-04
658700|14-04
658701|14-04
658702|14-04
658703|14-04
658704|14-04
658766|26-05
658768|10-02
658769|10-02
658770|10-02
658771|10-02
658772|10-02
658773|07-01
658774|07-01
658775|16-06
658815|08-04
658817|15-02
658818|15-02
658819|15-02
658820|15-02
658823|29-02
658829|14-04
658830|14-04
658831|14-04
658832|14-04
658841|14-03
658842|14-03
658844|13-02
658845|13-02
658846|13-02
658877|12-05
658878|12-05
658879|12-05
658880|12-05
658881|12-05
658882|12-05
658883|12-05
658884|12-05
658885|12-05
658896|13-03
658897|13-03
658898|13-03
658899|13-03
658900|13-03
658901|13-03
658902|12-16
658903|14-03
658904|14-03
658905|14-03
658906|14-03
658914|32-00
658915|32-00
658916|32-00
658917|32-00
658918|32-00
658919|32-00
658920|32-00
658921|32-00
658922|32-00
658923|32-00
658924|32-00
658925|32-00
658926|32-00
658927|32-00
658928|32-00
658929|32-00
658930|32-00
658931|32-00
658932|32-00
658933|32-00
658934|32-00
658935|32-00
658936|32-00
658937|32-00
658938|32-00
658939|32-00
658940|32-00
658941|32-00
658942|32-00
658943|32-00
658944|32-00
658945|32-00
658946|32-00
658947|32-00
658948|32-00
658949|32-00
658950|32-00
658951|32-00
658952|32-00
658953|32-00
658954|32-00
658955|32-00
658956|32-00
658957|32-00
658958|32-00
658959|32-00
658960|32-00
658961|32-00
658962|32-00
658963|32-00
658964|32-00
658965|32-00
658966|32-00
658967|32-00
658968|32-00
658969|32-00
658970|32-00
658971|32-00
658972|32-00
658973|32-00
658974|32-00
658975|32-00
658976|32-00
659072|12-09
659072|21-01
659088|10-04
659089|10-04
659090|10-04
659091|10-02
659092|10-02
659093|14-04
659094|14-04
659095|14-04
659096|14-04
659097|14-04
659098|14-04
659099|14-04
659100|14-04
659101|14-04
659102|14-04
659103|14-04
659104|14-04
659105|14-04
659106|14-04
659107|14-04
659108|14-04
659109|14-04
659110|14-04
659111|14-04
659112|14-04
659113|14-04
659114|14-04
659115|14-04
659116|14-04
659117|14-04
659118|14-04
659119|14-04
659120|14-04
659121|14-04
659122|14-04
659123|14-04
659124|14-04
659125|14-04
659126|14-04
659127|14-04
659128|14-04
659129|14-04
659130|14-04
659131|14-04
659132|14-04
659133|14-04
659134|14-04
659135|14-04
659136|14-04
659137|14-04
659138|14-04
659139|14-04
659140|14-04
659141|14-04
659142|14-04
659143|14-04
659144|14-04
659145|14-04
659146|14-04
659147|14-04
659148|14-04
659149|14-04
659150|14-04
659151|14-04
659152|14-04
659153|14-04
659154|14-04
659155|14-04
659156|14-04
659157|14-04
659158|14-04
659159|14-04
659160|14-04
659161|14-04
659162|14-04
659163|14-04
659164|14-04
659165|14-04
659166|14-04
659167|14-04
659168|14-04
659169|14-04
659170|14-04
659171|14-04
659172|14-04
659173|14-04
659174|14-04
659175|14-04
659176|14-04
659177|14-04
659178|14-04
659179|14-04
659180|14-04
659181|14-04
659182|14-04
659183|14-04
659184|14-04
659185|14-04
659186|14-04
659187|14-04
659188|14-04
659189|14-04
659190|14-04
659192|16-02
659193|16-02
659194|12-09
659195|12-09
659196|12-09
659197|12-09
659198|12-09
659205|14-03
659216|16-03
659223|14-03
659224|14-03
659225|14-03
659226|14-03
659234|16-01
659235|16-01
659236|16-01
659238|03-01
659239|08-04
659240|08-04
659241|08-04
659249|12-16
659250|12-16
659251|14-03
659252|14-03
659252|14-99
659253|09-01
659258|14-03
659259|14-04
659260|14-04
659261|14-02
659262|14-02
659263|14-02
659264|14-02
659265|14-02
659266|14-02
659267|14-02
659383|05-06
659384|05-06
659390|04-02
659391|28-03
659392|09-03
659393|09-03
659394|09-07
659395|09-07
659396|26-05
659403|09-07
659404|04-02
659405|04-02
659406|09-07
659407|09-07
659408|09-03
659409|09-07
659410|09-03
659414|09-03
659416|09-03
659428|14-03
659429|14-03
659430|14-03
659431|14-03
659432|14-03
659433|14-03
659436|09-03
659437|09-03
659438|09-03
659450|14-02
659451|13-02
659452|13-02
659459|08-06
659460|08-06
659462|23-01
659483|14-01
659484|14-01
659485|14-01
659486|14-01
659487|08-03
659488|08-03
659489|08-03
659490|08-03
659491|08-03
659492|08-03
659493|08-03
659514|21-01
659515|21-01
659516|21-01
659517|21-01
659518|21-01
659519|21-01
659520|21-01
659521|21-01
659522|21-01
659523|21-01
659524|21-01
659525|21-01
659526|21-01
659527|21-01
659528|21-01
659529|21-01
659530|21-01
659531|21-01
659532|21-01
659533|21-01
659534|21-01
659535|21-01
659536|21-01
659537|21-01
659552|09-03
659553|09-03
659554|09-03
659555|09-01
659556|09-01
659557|09-01
659558|09-01
659559|09-07
659560|09-01
659561|09-01
659562|09-01
659563|09-01
659564|09-07
659595|08-06
659598|24-01
659599|24-01
659600|24-01
659601|24-01
659602|24-01
659603|24-01
659604|24-01
659605|24-01
659606|24-01
659607|24-01
659608|24-01
659609|24-01
659610|29-02
659611|14-03
659612|14-03
659613|14-03
659614|14-03
659615|13-02
659616|12-16
659617|12-16
659618|12-16
659633|09-01
659633|09-99
659634|09-01
659635|09-01
659636|09-99
659637|09-01
659638|08-03
659639|08-03
659640|08-03
659641|08-03
659661|08-03
659662|08-03
659663|08-03
659664|08-03
659678|08-08
659679|08-08
659680|24-02
659681|24-02
659689|12-16
659700|24-04
659701|24-04
659719|14-04
659720|14-04
659721|14-04
659722|14-04
659723|14-04
659724|14-04
659725|14-04
659726|14-04
659727|14-04
659728|13-02
659729|14-03
659730|14-03
659731|14-03
659732|14-03
659733|14-03
659734|14-03
659737|14-02
659738|14-01
659739|14-01
659740|14-01
659741|14-01
659742|14-02
659743|14-02
659744|14-02
659745|14-02
659746|14-01
659747|14-01
659748|09-03
659749|09-03
659752|24-02
659753|24-02
659755|07-01
659759|14-99
659760|23-04
659761|23-04
659764|14-04
659765|14-04
659766|14-04
659767|14-04
659768|14-04
659769|14-04
659770|14-04
659771|14-04
659772|14-04
659773|14-04
659774|24-02
659797|24-02
659799|07-01
659824|26-05
659825|26-05
659826|26-05
659841|18-02
659842|18-02
659879|26-05
659880|26-05
659891|19-07
659892|19-07
659893|19-07
659894|19-07
659895|19-07
659896|19-07
659900|15-05
659901|15-05
659908|14-02
659909|14-02
659910|16-01
659911|16-01
659912|16-02
659913|16-02
659914|16-02
659948|14-03
659949|14-03
659950|14-03
659951|14-03
659952|14-03
659980|21-01
659981|21-01
659982|21-01
659983|21-01
660017|21-99
660019|16-06
660138|03-01
660139|03-01
660147|20-01
660151|08-08
660152|08-08
660153|08-08
660173|08-08
660174|25-01
660175|25-01
660176|25-01
660177|26-04
660178|09-01
660179|09-01
660180|09-01
660181|09-01
660182|08-08
660183|19-02
660184|08-05
660185|08-05
660207|29-02
660237|14-02
660238|14-02
660239|15-05
660240|15-05
660241|15-05
660242|15-05
660243|15-05
660244|15-05
660245|15-05
660246|15-05
660247|15-05
660248|15-05
660249|15-05
660250|15-05
660251|15-05
660278|04-02
660279|04-02
660282|04-02
660283|24-02
660313|21-99
660367|24-02
660368|24-02
660369|24-02
660370|24-02
660383|16-01
660384|16-01
660385|14-03
660386|04-02
660387|14-03
660388|14-03
660389|14-03
660390|14-03
660391|14-03
660392|14-99
660393|14-99
